symbol,company,title,description,content,url,published_at,source
WIPRO.NS,Wipro,"Santoor soap maker's FY25 revenue rises to ₹10,600 crore on premium push","Wipro Consumer Care and Lighting, which derives 50% of its business from India, reported a volume growth of 7.8%.","Consumer goods company Wipro Consumer Care and Lighting clocked revenues of 10,600 crore in 2024-25, up 3.11% on-year, driven by higher demand for its premium portfolio that saw personal care brand Y… [+4280 chars]",https://www.livemint.com/companies/company-results/wipro-consumer-care-and-lighting-santoor-soap-maker-fy25-revenue-premium-push-acquisitions-yardley-softtouch-11751973076123.html,2025-07-08 12:51:29+00:00,Livemint
WIPRO.NS,Wipro,"Accenture, an Indian IT bellwether? Scale, structure, and AI demand more nuance","Accenture’s results often lead to sharp reactions in the stocks of Indian IT services companies. However, the Dublin-headquartered tech and consulting major differs from Indian IT firms in several ways, warranting a closer look beyond its quarterly numbers.","When Accenture shared a disappointing metric in its recent quarterly earnings, stocks of information technology (IT) services companies in India felt the impact. The Dublin-headquartered tech and con… [+4656 chars]",https://www.livemint.com/companies/accenture-q3-earnings-accenture-share-price-indian-it-stocks-it-services-market-india-nifty-it-11751900056360.html,2025-07-08 01:30:06+00:00,Livemint
ULTRACEMCO.NS,UltraTech Cement,"Not under investigation by CCI, India Cements party to case: UltraTech on probe over ONGC complaint","UltraTech, the flagship cement company of Aditya Birla Group, has said that it is not under investigation in case related to anti-competitive practice before the Competition Commission of India and it has neither received any order from the CCI in this case n…","Mumbai (Maharashtra), July 5 (ANI): UltraTech, the flagship cement company of Aditya Birla Group, has said that it is not under investigation in case related to anti-competitive practice before the C… [+1948 chars]",https://www.livemint.com/companies/news/not-under-investigation-by-cci-india-cements-party-to-case-ultratech-on-probe-over-ongc-complaint-11751735305905.html,2025-07-05 17:08:25+00:00,Livemint
HINDUNILVR.NS,Hindustan Unilever,"Dabur India confident of FY26 recovery, driven by monsoon, macro factors","Dabur India expects a revival in consumption by FY26, driven by a normal monsoon, easing inflation, and rising government spending.&nbsp;Despite a profit dip in FY25, the FMCG firm is doubling down on rural and urban expansion, premiumisation, digital engagem…","New Delhi: Fast-moving consumer goods companyDabur India Ltdexpects a turnaround in consumption trends by FY202526, backed by favourable macroeconomic indicators, a normal monsoon, continued governme… [+4648 chars]",https://www.livemint.com/companies/dabur-india-fy26-consumption-recovery-monsoon-macro-factors-rural-urban-market-presence-economic-conditions-11752062600912.html,2025-07-09 14:20:09+00:00,Livemint
NTPC.NS,NTPC,"IndianOil preparing new strategy for N-power, not interested in Nayara stake: Chairman Sahney","Ten years ago, Indian Oil tied up with NPCIL for a nuclear power project, but that did not make headway. Now, the refiner is taking a fresh look at N-power, at a time the sector is back in the spotlight.","Indian Oil Corp. Ltd is preparing a new strategy to build small modular reactors (SMR) and large nuclear power plants in the country, chairman Arvinder Singh Sahney said.
India's largest oil refiner… [+3850 chars]",https://www.livemint.com/companies/news/indian-oil-preparing-new-strategy-nuclear-power-not-interested-acquiring-stake-in-nayara-indianoil-chairman-arvinder-11751796795142.html,2025-07-08 00:00:19+00:00,Livemint
NTPC.NS,NTPC,Clarity on power costs could speed up India’s transition to clean energy,"Reduced incentives for renewable power transmission across state borders should nudge importers to produce their own. To catalyse our clean shift, we should let true costs play a larger role.",The governments recent decision to reduce inter-state transmission incentives for renewable energy (RE) from sources like solar and wind is a timely step to reduce  distortion in the bills of states … [+3369 chars],https://www.livemint.com/opinion/online-views/renewable-energy-policy-inter-state-transmission-rooftop-solar-capacity-ntpc-coal-plants-subsidy-reform-battery-storage-11751547472520.html,2025-07-04 02:30:08+00:00,Livemint
TITAN.NS,Titan Company,Titan sees 20 pc revenue growth in April-June despite softening of purchase in jewellery division,Titan sees 20 pc revenue growth in April-June despite softening of purchase in jewellery division,"New Delhi, Jul 8 (PTI) Tata group's jewellery and watchmaking brand Titan has reported a 20 per cent growth in its standalone revenue in the June quarter of FY26, according to the latest quarterly up… [+2531 chars]",https://www.livemint.com/companies/company-results/titan-sees-20-pc-revenue-growth-in-april-june-despite-softening-of-purchase-in-jewellery-division-11751976630766.html,2025-07-08 12:10:30+00:00,Livemint
TITAN.NS,Titan Company,Retail rush: India’s store boom defies urban slowdown,"Retailers push ahead with expansion plans, locking in real estate for the long haul amid rising rents and low vacancies.","NEW DELHI
 : 
Despite a slowdown in urban consumption, retail giants such as Aditya Birla Fashion and Retail Ltd and Tata Group-backed Trent Ltd are pressing ahead with plans to expand their physic… [+6650 chars]",https://www.livemint.com/companies/retail-rush-india-s-store-boom-defies-urban-slowdown-11751884452319.html,2025-07-08 08:52:50+00:00,Livemint
TITAN.NS,Titan Company,Premium watches have started to play a larger role in our overall business: Titan MD CK Venkataraman,"Titan’s MD CK Venkataraman on what the recently launched  ₹40.5 lakh Jalsa tourbillon watch means for the company, India’s growing luxury and premium watch segments, and why premiumisation isn’t just about price.","Last year, on the occasion of its 40th anniversary, Titan released its Flying Tourbillon watch, developed entirely in-house. The tourbillon is considered one of the most prestigious complications in … [+6090 chars]",https://www.livemint.com/companies/premium-watches-have-started-to-play-a-larger-role-in-our-overall-business-titan-md-ck-venkataraman-11751867145260.html,2025-07-07 06:41:23+00:00,Livemint
TITAN.NS,Titan Company,THESE credit cards offer reward points on payment of insurance premium,"Here, we list out some credit cards which offer reward points on the payment of insurance premium","Credit card users can use their cards for the payment of insurance premium and earn reward points. However these payments can be subject to certain caps and conditions. Here, we list out names of som… [+3214 chars]",https://www.livemint.com/money/personal-finance/these-credit-cards-offer-reward-points-on-payment-of-insurance-premium-11751626182399.html,2025-07-07 04:11:00+00:00,Livemint
TITAN.NS,Titan Company,Xiaomi Founder’s Bold EV Bet Is Paying Off Where Apple’s Failed,"Lei Jun, founder and chairman of Xiaomi Corp., the only tech company to have successfully diversified into carmaking, couldn’t resist.","(Bloomberg) -- Lei Jun, founder and chairman of Xiaomi Corp., the only tech company to have successfully diversified into carmaking, couldnt resist. 
 Speaking at a triumphant launch event in Beijin… [+10876 chars]",https://www.livemint.com/companies/news/xiaomi-founder-s-bold-ev-bet-is-paying-off-where-apple-s-failed-11751848508104.html,2025-07-07 00:35:07+00:00,Livemint
TECHM.NS,Tech Mahindra,"Coforge emulates Cognizant, Infosys in on-site consulting push to fuel growth","Coforge is adopting strategies similar to Cognizant and Infosys' by placing business consultants at client sites to increase revenue. This approach aims to create tailored solutions by understanding client challenges, and driving proactive deals rather than w…","Coforge Ltd, formerly NIIT Technologies, is taking a leaf out of Cognizant Technology Solutions Corp and Infosys Ltds proven business strategy, as the information technology (IT) services company loo… [+7817 chars]",https://www.livemint.com/companies/news/coforge-takes-a-leaf-from-cognizant-and-infosys-playbook-11752037686287.html,2025-07-09 14:10:04+00:00,Livemint
TECHM.NS,Tech Mahindra,Top-tier IT cos to see modest Q1 growth; mid-tier firms poised to outperform: IT analysts,Top-tier IT cos to see modest Q1 growth; mid-tier firms poised to outperform: IT analysts,"New Delhi, Jul 8 (PTI) Top Indian IT companies are bracing for a ""modest"" Q1 FY26, hurt by sluggish demand in various verticals, such as consumer and manufacturing segments, but mid-tier firms should… [+3696 chars]",https://www.livemint.com/companies/company-results/toptier-it-cos-to-see-modest-q1-growth-mid-tier-firms-poised-to-outperform-it-analysts-11751977853477.html,2025-07-08 12:30:52+00:00,Livemint
TECHM.NS,Tech Mahindra,The Power of Purposeful Work: Rethinking Work in an Uncertain World,"Mint India’s Iconic Workplaces presents a special 6-part article series, spotlighting the six foundational pillars of workplace excellence. The first edition dives into Purposeful Work. It explores how aligning individual purpose with organizational vision ca…","The global job market is facing disruption due to rapid technological shifts, geopolitical conflicts, and changing international alliances. These forces have made the employment landscape increasingl… [+5161 chars]",https://www.livemint.com/companies/the-power-of-purposeful-work-rethinking-work-in-an-uncertain-world-11751972073273.html,2025-07-08 11:04:57+00:00,Livemint
JSWSTEEL.NS,JSW Steel,Five big concerns flagged by Viceroy Research in its 87-page report on Vedanta,"Viceroy's report accuses Vedanta Resources Ltd of draining cash from its subsidiary, Vedanta Ltd, through excessive dividends and unexplained interest expenses. The report highlights a lack of genuine expansion, internal governance issues, and significant leg…","In an 87-page report, American short-seller and  investigative financial research group Viceroy Research has accused Vedanta Resources Ltd (VRL), the parent company of the natural resources conglomer… [+4271 chars]",https://www.livemint.com/companies/5-big-red-flags-viceroy-s-report-vedanta-resources-governance-issues-legal-challenges-lack-of-genuine-expansion-11752139453189.html,2025-07-10 11:42:04+00:00,Livemint
JSWSTEEL.NS,JSW Steel,Delhi HC directs competition regulator to review green channel nod for INSCO in HNGIL buyout,"The Delhi High Court ordered the CCI to revisit AGI Greenpac's plea against INSCO's approval for acquiring HNGIL within 10 days.&nbsp;The Supreme Court previously nullified AGI's plan due to procedural errors, raising concerns over potential impacts on credit…",The Delhi High Court on Tuesday gave the anti-Trust regulator Competition Commission of India (CCI) 10 days to decide on packaging manufacturer AGI Greenpacs plea challenging its fast-track green cha… [+2948 chars],https://www.livemint.com/companies/delhi-high-court-cci-green-channel-insco-hngil-buyout-11751972960192.html,2025-07-08 14:52:47+00:00,Livemint
ADANIENT.NS,Adani Enterprises,"Vedanta has so many red flags, it will take people some time to digest: Viceroy's Perring","Fraser Perring's critical report, which led to a 3.38% drop in Vedanta shares, says the group never fulfilled promises. Investors will need time to fully understand the implications of the findings, he says.","Fraser Perring, a British short-seller and founder of Viceroy Research, caused a stir in the markets with a critical report on Anil Agarwal's Vedanta Resources Ltd. The report, published during marke… [+9026 chars]",https://www.livemint.com/companies/news/vedanta-promises-never-fulfilled-red-flags-take-time-to-digest-short-seller-viceroy-research-fraser-perring-11752070592856.html,2025-07-09 18:30:08+00:00,Livemint
COALINDIA.NS,Coal India,"Talcher urea plant revival takes shape as banks consider ₹10,000 cr loan","Lenders to start assessment for India's first coal-based urea plan after promoters repaid old debts worth about  ₹4,000 crore.","Mumbai: The plan to revive Indias first coal-based urea plant at Talcher, Odisha has gained steam as banks will start assessing the project afresh for lending up to 10,000 crore, after being repaid a… [+3677 chars]",https://www.livemint.com/companies/news/talcher-fertilizer-revival-banks-sbi-consider-10-000-cr-loan-after-old-debts-are-cleared-gail-coal-india-11751976792513.html,2025-07-09 00:30:04+00:00,Livemint
HINDALCO.NS,Hindalco Industries,"IndianOil preparing new strategy for N-power, not interested in Nayara stake: Chairman Sahney","Ten years ago, Indian Oil tied up with NPCIL for a nuclear power project, but that did not make headway. Now, the refiner is taking a fresh look at N-power, at a time the sector is back in the spotlight.","Indian Oil Corp. Ltd is preparing a new strategy to build small modular reactors (SMR) and large nuclear power plants in the country, chairman Arvinder Singh Sahney said.
India's largest oil refiner… [+3850 chars]",https://www.livemint.com/companies/news/indian-oil-preparing-new-strategy-nuclear-power-not-interested-acquiring-stake-in-nayara-indianoil-chairman-arvinder-11751796795142.html,2025-07-08 00:00:19+00:00,Livemint
ONGC.NS,Oil Natural Gas Corporation,Andy Mukherjee: Why imports of American gas by Reliance make all-round strategic sense,"The company has a cracker facility in Gujarat to get polymers from ethane. This is more efficient than cracking crude oil for raw materials to make plastics. Plus, it would please the White House amid trade talks between Washington and New Delhi.","From Ottawa to Beijing, US President Donald Trumps trade war has made many enemies. But it has also won America some allies. Asias richest tycoon is preparing to welcome US cargo originally meant for… [+4870 chars]",https://www.livemint.com/opinion/online-views/us-ethane-exports-reliance-mukesh-ambani-ongc-deal-qatarenergy-supply-gail-dahej-terminal-ethylene-blending-india-trade-11751873176141.html,2025-07-07 09:30:15+00:00,Livemint
ONGC.NS,Oil Natural Gas Corporation,"Not under investigation by CCI, India Cements party to case: UltraTech on probe over ONGC complaint","UltraTech, the flagship cement company of Aditya Birla Group, has said that it is not under investigation in case related to anti-competitive practice before the Competition Commission of India and it has neither received any order from the CCI in this case n…","Mumbai (Maharashtra), July 5 (ANI): UltraTech, the flagship cement company of Aditya Birla Group, has said that it is not under investigation in case related to anti-competitive practice before the C… [+1948 chars]",https://www.livemint.com/companies/news/not-under-investigation-by-cci-india-cements-party-to-case-ultratech-on-probe-over-ongc-complaint-11751735305905.html,2025-07-05 17:08:25+00:00,Livemint
BRITANNIA.NS,Britannia Industries,Work from Tirunelveli: How Tamil Nadu turned ghost districts into industrial hotbeds,"Gangaikondan, a town in Tamil Nadu’s Tirunelveli district, has suddenly seen a flood of investments—from the likes of Tata Solar, Yokohama Tyres, Britannia Industries, Bosch and First Solar. Here’s the inside story on how and why the industrial map of the sta…","Chennai: Chittar Chatiram, a quaint village comprising a few hamlets, on the banks of the Chittar river, in southern Tamil Nadus Tirunelveli district, hides a dark history. In the 1990s, it was a hot… [+12599 chars]",https://www.livemint.com/industry/tamil-nadu-industrial-development-vinfast-plant-jabil-ola-electric-tata-solar-yokohama-tyres-britannia-industries-bosch-11751877572069.html,2025-07-07 11:31:13+00:00,Livemint
BRITANNIA.NS,Britannia Industries,"Patchy summer, shifting demand: Dabur, Marico, Godrej likely saw diverging fortunes in Q1 sales",Unseasonal rains hurt beverage sales even as home care and edible oils reported strong growth in Q1. FMCG firms have now pinned hopes on H2 recovery led by festival demand and softer input costs.,"New Delhi: Consumer goods makers Dabur India Ltd, Marico Ltd, and Godrej Consumer Products Ltd are expected to report contrasting demand patterns for their products in the June quarter, with robust s… [+6473 chars]",https://www.livemint.com/industry/dabur-marico-godrej-consumer-goods-divergent-demand-trends-in-fmcg-sector-for-june-quarter-11751626753919.html,2025-07-06 04:39:22+00:00,Livemint
APOLLOHOSP.NS,Apollo Hospitals,Aster DM sets sights on pan-India expansion after merger with Quality Care,"The Bengaluru-based hospital group aims to expand its footprint across the country and become a pan-India healthcare leader in the next ten years, said deputy MD and promoter Alisha Moopen. However, even as the company explores further inorganic opportunities…","Aster DM Healthcares merger with Blackstone-backed Quality Care India Ltd (QCIL) was an inflection point for the hospital chain as it embarks on an ambitious expansion plan, deputy managing director … [+4326 chars]",https://www.livemint.com/companies/aster-dm-healthcare-merger-quality-care-ltd-blackstone-expansion-plans-hospital-chain-apollo-max-manipal-alisha-moopen-11751635935782.html,2025-07-04 15:39:14+00:00,Livemint
TATAMOTORS.NS,Tata Motors,"To change the world, India Inc must stop hoarding cash and take more risks","A bet on smartphones in the 2000s turned Apple into one of the world's most valuable and influential companies, and Google's $1.65-billion buyout of YouTube in 2006 brought in more than $36 billion of revenue in 2024. Why are there are no such stories in Indi…","India Inc is sitting on an unprecedented mountain of cash. A Mint analysis of 285 listed entities (excluding banking, finance and insurance companies, which have some statutory cash requirements) sho… [+4987 chars]",https://www.livemint.com/opinion/online-views/india-inc-cash-reserves-corporate-cash-pile-india-fy25-corporate-profits-indian-companies-capex-nifty-500-cash-11752067174455.html,2025-07-10 03:30:10+00:00,Livemint
TATAMOTORS.NS,Tata Motors,Small cars face a stricter fuel efficiency threat even as sales crater. Will there be a rethink?,Bureau of Energy Efficiency is exploring possible ways to ease proposed emission caps for small cars amid plummeting demand.,"Indias top energy efficiency agency is exploring possible ways to ease proposed emission caps for small cars amid plummeting demand, according to two people aware of the matter, even as electric vehi… [+4924 chars]",https://www.livemint.com/industry/manufacturing/bee-conducts-viability-study-for-easing-cafe-norms-for-ice-small-cars-maruti-suzuki-11752067510864.html,2025-07-10 00:30:20+00:00,Livemint
TATAMOTORS.NS,Tata Motors,Why JLR’s sales slowdown could hit Tata Technologies and Tata Elxsi,"Jaguar Land Rover's recent sales decline poses risks for Tata Elxsi and Tata Technologies, as over 20% of their revenues comes from JLR. Analysts forecast further setbacks due to tariff uncertainties and reduced earnings, affecting future growth prospects.","Already facing a slowdown in business from European auto firms and competition from Chinese counterparts, at least three analysts said that Tata Group's engineering, research and development (ER&amp;… [+5230 chars]",https://www.livemint.com/companies/jaguar-land-rover-jlr-slowdown-tata-group-er-d-companies-elxsi-technologies-tata-motors-donald-trump-11751974529407.html,2025-07-09 03:30:12+00:00,Livemint
TATAMOTORS.NS,Tata Motors,"Chinese motors instead of Chinese magnets? Yes, but there's a problem","Desperate automakers are looking to import fully made Chinese motors. But they attract a higher duty, and may disqualify from them subsidy schemes. What's the solution?","Automakers looking to import fully made motors to skirt China's export ban on rare earth magnets have called for lower import duties and easier local content requirements.
Passing on the duty burden… [+5425 chars]",https://www.livemint.com/industry/chinese-motors-instead-of-chinese-magnets-yes-but-theres-a-problem-11751796235162.html,2025-07-07 00:10:13+00:00,Livemint
TATAMOTORS.NS,Tata Motors,Ad agencies want to do it all. But the ultimate loser is the brand,"Ad agencies in India are racing to become one-stop shops for creative, media, data, and commerce. But in the chase for performance, platforms, and quarterly KPIs, is the core craft of brand building being quietly sidelined.","Mumbai: In Indian advertising today, theres one common pitch: We do it all.Creative. Media. Martech. Influencers. AI. Commerce. If theres a funnel, every agency wants to own it, end-to-end.
But here… [+5107 chars]",https://www.livemint.com/industry/advertising/ad-agencies-brands-media-data-commerce-advertising-artificial-intelligence-cannes-lions-2025-11751739613222.html,2025-07-07 00:00:13+00:00,Livemint
HEROMOTOCO.NS,Hero MotoCorp,"Ather Energy says tech innovation, not sales volume, will win profitability race","Ather Energy CEO Tarun Mehta asserts that profit margins in the electric two-wheeler sector depend more on technology and process improvements than sales volume. Ather aims to enhance engineering and design to compete with rivals like Ola Electric and Bajaj, …","Delhi and Bengaluru: Ather Energy Ltd believes that selling more vehicles will not give any electric two-wheeler maker an edge in terms of better profit margins, as all companies have similar cost st… [+3691 chars]",https://www.livemint.com/companies/news/ather-energy-profitability-push-volumes-11752058891553.html,2025-07-10 03:30:09+00:00,Livemint
BAJAJ-AUTO.NS,Bajaj Auto,"Ather Energy says tech innovation, not sales volume, will win profitability race","Ather Energy CEO Tarun Mehta asserts that profit margins in the electric two-wheeler sector depend more on technology and process improvements than sales volume. Ather aims to enhance engineering and design to compete with rivals like Ola Electric and Bajaj, …","Delhi and Bengaluru: Ather Energy Ltd believes that selling more vehicles will not give any electric two-wheeler maker an edge in terms of better profit margins, as all companies have similar cost st… [+3691 chars]",https://www.livemint.com/companies/news/ather-energy-profitability-push-volumes-11752058891553.html,2025-07-10 03:30:09+00:00,Livemint
BAJAJ-AUTO.NS,Bajaj Auto,"Chinese motors instead of Chinese magnets? Yes, but there's a problem","Desperate automakers are looking to import fully made Chinese motors. But they attract a higher duty, and may disqualify from them subsidy schemes. What's the solution?","Automakers looking to import fully made motors to skirt China's export ban on rare earth magnets have called for lower import duties and easier local content requirements.
Passing on the duty burden… [+5425 chars]",https://www.livemint.com/industry/chinese-motors-instead-of-chinese-magnets-yes-but-theres-a-problem-11751796235162.html,2025-07-07 00:10:13+00:00,Livemint
TATASTEEL.NS,Tata Steel,Five big concerns flagged by Viceroy Research in its 87-page report on Vedanta,"Viceroy's report accuses Vedanta Resources Ltd of draining cash from its subsidiary, Vedanta Ltd, through excessive dividends and unexplained interest expenses. The report highlights a lack of genuine expansion, internal governance issues, and significant leg…","In an 87-page report, American short-seller and  investigative financial research group Viceroy Research has accused Vedanta Resources Ltd (VRL), the parent company of the natural resources conglomer… [+4271 chars]",https://www.livemint.com/companies/5-big-red-flags-viceroy-s-report-vedanta-resources-governance-issues-legal-challenges-lack-of-genuine-expansion-11752139453189.html,2025-07-10 11:42:04+00:00,Livemint
